rep,fold,seed,arm,n_test,auc,ap,acc,f1,rely_img,rely_tab,auc_img_shuf,auc_tab_shuf,best_epoch,epochs_run
1,1,1,concat_wide,46,0.6546546546546547,0.8409398748922563,0.782608695652174,0.8717948717948718,0.009009009009009,-0.1441441441441441,0.6456456456456456,0.7987987987987988,5,20
1,1,2,concat_wide,46,0.6786786786786787,0.8477517706863666,0.782608695652174,0.8717948717948718,0.03003003003003,-0.015015015015015,0.6486486486486487,0.6936936936936937,4,19
1,1,0,cross,46,0.6246246246246246,0.8516312186383224,0.717391304347826,0.8311688311688312,-0.027027027027027,-0.03003003003003,0.6516516516516517,0.6546546546546547,3,18
1,1,1,cross,46,0.7507507507507507,0.9337092299874704,0.7608695652173914,0.8571428571428571,0.003003003003003,-0.003003003003003,0.7477477477477477,0.7537537537537538,3,18
1,1,2,cross,46,0.7207207207207208,0.9080594238304838,0.782608695652174,0.8717948717948718,0.0330330330330331,0.024024024024024,0.6876876876876876,0.6966966966966968,2,17
1,1,0,cross_a2b,46,0.6996996996996997,0.907436460980263,0.782608695652174,0.868421052631579,0.0120120120120119,0.0060060060060059,0.6876876876876877,0.6936936936936937,2,17
1,1,1,cross_a2b,46,0.6726726726726726,0.871096316191966,0.8043478260869565,0.8860759493670886,-0.006006006006006,-0.048048048048048,0.6786786786786787,0.7207207207207207,5,20
1,1,2,cross_a2b,46,0.6306306306306306,0.8350228549647014,0.782608695652174,0.875,0.0090090090090089,0.015015015015015,0.6216216216216217,0.6156156156156156,3,18
1,1,0,img,46,0.7087087087087087,0.915646092931398,0.717391304347826,0.821917808219178,,,,,6,21
1,1,1,img,46,0.7327327327327328,0.933972885265081,0.8043478260869565,0.8860759493670886,,,,,10,25
1,1,2,img,46,0.7777777777777779,0.9374066856029653,0.8260869565217391,0.9,,,,,14,29
1,1,0,tab,46,0.6126126126126126,0.8248161668646493,0.7608695652173914,0.8607594936708861,,,,,3,18
1,1,1,tab,46,0.6081081081081081,0.82854785886816,0.782608695652174,0.868421052631579,,,,,3,18
1,1,2,tab,46,0.6066066066066066,0.8246341574737229,0.782608695652174,0.875,,,,,5,20
1,2,0,concat,46,0.7912912912912913,0.903467370388213,0.7608695652173914,0.8493150684931506,0.018018018018018,0.0525525525525525,0.7732732732732732,0.7387387387387387,6,21
1,2,1,concat,46,0.6966966966966966,0.8634894830330004,0.782608695652174,0.8648648648648649,0.0570570570570569,-0.027027027027027,0.6396396396396397,0.7237237237237237,1,16
1,2,2,concat,46,0.8213213213213213,0.9269205826766228,0.8260869565217391,0.8888888888888888,0.0105105105105104,0.1156156156156156,0.8108108108108109,0.7057057057057057,6,21
1,2,0,concat_wide,46,0.7747747747747749,0.8947561472775907,0.782608695652174,0.8611111111111112,0.0225225225225225,0.1531531531531532,0.7522522522522523,0.6216216216216216,3,18
1,2,1,concat_wide,46,0.7912912912912913,0.9015592313392704,0.7391304347826086,0.8235294117647058,0.0030030030030029,0.2627627627627626,0.7882882882882883,0.5285285285285286,3,18
1,2,2,concat_wide,46,0.7387387387387387,0.8727897942797411,0.6304347826086957,0.7301587301587301,0.0270270270270269,0.1741741741741741,0.7117117117117118,0.5645645645645646,2,17
1,2,0,cross,46,0.7657657657657657,0.9340887432713928,0.7391304347826086,0.8285714285714286,-0.012012012012012,0.09009009009009,0.7777777777777778,0.6756756756756757,5,20
1,2,1,cross,46,0.7867867867867868,0.8973743230250315,0.782608695652174,0.8529411764705882,0.0150150150150151,0.051051051051051,0.7717717717717717,0.7357357357357358,1,16
1,2,2,cross,46,0.7867867867867868,0.92691636254988,0.8260869565217391,0.8918918918918919,-0.012012012012012,0.2552552552552553,0.7987987987987989,0.5315315315315315,18,33
1,2,0,cross_a2b,46,0.8003003003003003,0.9065287004571247,0.8260869565217391,0.8857142857142857,0.0150150150150148,0.0615615615615615,0.7852852852852854,0.7387387387387387,27,42
1,2,1,cross_a2b,46,0.7477477477477478,0.8998744985512297,0.782608695652174,0.8611111111111112,-0.0030030030030029,0.1231231231231231,0.7507507507507507,0.6246246246246246,3,18
1,2,2,cross_a2b,46,0.7882882882882882,0.8880366002063597,0.782608695652174,0.8529411764705882,-0.0150150150150151,0.1396396396396395,0.8033033033033034,0.6486486486486487,15,30
1,2,0,img,46,0.7117117117117118,0.9013038655989524,0.6956521739130435,0.7941176470588235,,,,,21,36
1,2,1,img,46,0.6846846846846847,0.892327687718266,0.7608695652173914,0.8533333333333334,,,,,3,18
1,2,2,img,46,0.6426426426426426,0.8792577460598887,0.782608695652174,0.868421052631579,,,,,23,38
1,2,0,tab,46,0.7447447447447447,0.882668911614867,0.7608695652173914,0.8493150684931506,,,,,4,19
1,2,1,tab,46,0.7477477477477478,0.9160978878080288,0.7391304347826086,0.8333333333333334,,,,,3,18
1,2,2,tab,46,0.7567567567567568,0.905851796192443,0.7391304347826086,0.8181818181818182,,,,,2,17
1,3,0,concat,46,0.6936936936936937,0.87840374724468,0.7608695652173914,0.8493150684931506,0.0150150150150148,0.0930930930930931,0.6786786786786788,0.6006006006006006,8,23
1,3,1,concat,46,0.6936936936936937,0.8666806880387832,0.782608695652174,0.8648648648648649,0.0135135135135135,0.042042042042042,0.6801801801801801,0.6516516516516516,9,24
1,3,2,concat,46,0.6996996996996997,0.8888741760526266,0.782608695652174,0.8648648648648649,0.015015015015015,0.087087087087087,0.6846846846846847,0.6126126126126127,6,21
1,3,0,concat_wide,46,0.7327327327327328,0.8878730950118864,0.7608695652173914,0.8533333333333334,0.0255255255255255,0.102102102102102,0.7072072072072072,0.6306306306306307,6,21
1,3,1,concat_wide,46,0.7267267267267268,0.9028762483015432,0.782608695652174,0.8648648648648649,0.0540540540540541,0.0720720720720721,0.6726726726726726,0.6546546546546547,5,20
1,3,2,concat_wide,46,0.7207207207207207,0.8784160410494807,0.782608695652174,0.8648648648648649,0.0315315315315314,0.0720720720720721,0.6891891891891893,0.6486486486486486,5,20
1,3,0,cross,46,0.7297297297297297,0.9280706850951066,0.7608695652173914,0.8450704225352113,0.054054054054054,0.1471471471471471,0.6756756756756757,0.5825825825825826,4,19
1,3,1,cross,46,0.6456456456456456,0.8608106060904694,0.8043478260869565,0.88,0.015015015015015,-0.027027027027027,0.6306306306306306,0.6726726726726727,12,27
1,3,2,cross,46,0.6636636636636637,0.8947354220192094,0.782608695652174,0.8648648648648649,-0.0240240240240239,0.105105105105105,0.6876876876876876,0.5585585585585586,8,23
1,3,0,cross_a2b,46,0.6666666666666667,0.8644354713408073,0.8043478260869565,0.8767123287671232,0.003003003003003,0.1261261261261261,0.6636636636636637,0.5405405405405406,11,26
1,3,1,cross_a2b,46,0.6276276276276276,0.8515990823840913,0.782608695652174,0.8648648648648649,-0.027027027027027,0.075075075075075,0.6546546546546547,0.5525525525525525,4,19
